target,project_id,snapshot_id,snapshot_date,current_stage,raw_xgboost_probability,calibrated_probability,direction,driver_rank,feature,display_feature,feature_value,shap_value
delay_next_30d,SYN-00001,SYN-00001_S08,2026-01-08,3A,0.18174605,0.03513774985359543,risk_reducing,3,grievance_redressal_days,grievance redressal days,20.166,-0.27284055948257446
delay_next_30d,SYN-00001,SYN-00001_S08,2026-01-08,3A,0.18174605,0.03513774985359543,risk_reducing,4,grievances_30d,grievances 30d,4.0,-0.17649048566818237
delay_next_30d,SYN-00001,SYN-00001_S08,2026-01-08,3A,0.18174605,0.03513774985359543,risk_reducing,5,pending_approvals_count,pending approvals count,2.0,-0.1530003845691681
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_increasing,1,current_stage_3D,Current stage: 3D,0.0,0.20519442856311798
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_increasing,2,docs_remaining_pct,docs remaining pct,0.0,0.19685593247413635
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_increasing,3,terrain_type_Hilly,Terrain: Hilly,1.0,0.1095786765217781
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_increasing,4,land_acquisition_ratio,land acquisition ratio,0.791091432729658,0.06403639167547226
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_increasing,5,proximity_km_to_urban,proximity km to urban,59.044,0.05360916629433632
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_reducing,1,docs_complete_pct,docs complete pct,100.0,-0.7541716694831848
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_reducing,2,days_in_current_stage,days in current stage,143.0,-0.40515607595443726
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_reducing,3,disbursal_pct,disbursal pct,12.693,-0.2673858106136322
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_reducing,4,grievance_redressal_days,grievance redressal days,20.166,-0.14976778626441956
delay_next_30d,SYN-00001,SYN-00001_S09,2026-02-07,3A,0.14627641,0.030970969085894834,risk_reducing,5,grievances_30d,grievances 30d,5.0,-0.14204885065555573
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_increasing,1,days_in_current_stage,days in current stage,95.0,0.2200569063425064
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_increasing,2,docs_remaining_pct,docs remaining pct,0.0,0.20090478658676147
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_increasing,3,terrain_type_Hilly,Terrain: Hilly,1.0,0.10716476291418076
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_increasing,4,proximity_km_to_urban,proximity km to urban,59.044,0.06431116908788681
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_increasing,5,land_acquisition_ratio,land acquisition ratio,0.791091432729658,0.04870700091123581
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_reducing,1,current_stage_3D,Current stage: 3D,1.0,-1.3456742763519287
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_reducing,2,docs_complete_pct,docs complete pct,100.0,-0.661069393157959
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_reducing,3,disbursal_pct,disbursal pct,19.138,-0.5129528641700745
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_reducing,4,compensation_disbursed_cr,compensation disbursed cr,0.391,-0.2679586112499237
delay_next_30d,SYN-00001,SYN-00001_S10,2026-03-09,3D,0.031672474,0.013706155698806382,risk_reducing,5,grievance_redressal_days,grievance redressal days,20.166,-0.22883030772209167
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_increasing,1,case_age_months,case age months,9.855,0.3795280456542969
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_increasing,2,docs_remaining_pct,docs remaining pct,0.0,0.20597490668296814
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_increasing,3,approval_dept_Environment,Approval department: Environment,1.0,0.12937156856060028
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_increasing,4,proximity_km_to_urban,proximity km to urban,59.044,0.08177673071622849
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_increasing,5,pending_approvals_count,pending approvals count,3.0,0.07554401457309723
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_reducing,1,current_stage_3D,Current stage: 3D,1.0,-1.4092947244644165
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_reducing,2,days_in_current_stage,days in current stage,125.0,-0.6125117540359497
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_reducing,3,docs_complete_pct,docs complete pct,100.0,-0.5861688256263733
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_reducing,4,disbursal_pct,disbursal pct,22.724,-0.36122390627861023
delay_next_30d,SYN-00001,SYN-00001_S11,2026-04-08,3D,0.0482211,0.017022800101699945,risk_reducing,5,rnr_progress_pct,rnr progress pct,25.018,-0.22373133897781372
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_increasing,1,case_age_months,case age months,10.841,0.233902707695961
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_increasing,2,docs_remaining_pct,docs remaining pct,0.0,0.21014738082885742
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_increasing,3,compensation_awarded_cr,compensation awarded cr,1.0493,0.17501597106456757
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_increasing,4,file_pending_days,file pending days,60.0,0.10866112262010574
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_increasing,5,pending_approvals_count,pending approvals count,3.0,0.07196985930204391
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_reducing,1,current_stage_3D,Current stage: 3D,1.0,-1.499687910079956
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_reducing,2,docs_complete_pct,docs complete pct,100.0,-0.587690532207489
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_reducing,3,disbursal_pct,disbursal pct,26.858,-0.41902750730514526
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_reducing,4,days_in_current_stage,days in current stage,155.0,-0.406620055437088
delay_next_30d,SYN-00001,SYN-00001_S12,2026-05-08,3D,0.026490837,0.012509950934526039,risk_reducing,5,rnr_progress_pct,rnr progress pct,25.981,-0.3559032082557678
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_increasing,1,docs_remaining_pct,docs remaining pct,0.0,0.1937353014945984
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_increasing,2,case_age_months,case age months,11.827,0.16300423443317413
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_increasing,3,pending_approvals_count,pending approvals count,3.0,0.09075764566659927
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_increasing,4,terrain_type_Hilly,Terrain: Hilly,1.0,0.06427840888500214
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_increasing,5,proximity_km_to_urban,proximity km to urban,59.044,0.05562586337327957
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_reducing,1,days_in_current_stage,days in current stage,185.0,-1.3289576768875122
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_reducing,2,current_stage_3D,Current stage: 3D,1.0,-1.3077980279922485
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_reducing,3,disbursal_pct,disbursal pct,33.507,-1.0113176107406616
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_reducing,4,days_since_project_start,days since project start,360.0,-0.6994405388832092
delay_next_30d,SYN-00001,SYN-00001_S13,2026-06-07,3D,0.0019635267,0.0033688184835226473,risk_reducing,5,docs_complete_pct,docs complete pct,100.0,-0.578442394733429
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_increasing,1,compensation_pending_cr,compensation pending cr,2.1161,0.261604368686676
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_increasing,2,docs_remaining_pct,docs remaining pct,0.0,0.2521807551383972
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_increasing,3,compensation_awarded_cr,compensation awarded cr,3.4307,0.20014692842960358
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_increasing,4,case_age_months,case age months,12.812,0.17190152406692505
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_increasing,5,file_pending_days,file pending days,64.0,0.1393594741821289
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_reducing,1,days_in_current_stage,days in current stage,215.0,-1.4634923934936523
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_reducing,2,current_stage_3D,Current stage: 3D,1.0,-1.1813699007034302
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_reducing,3,disbursal_pct,disbursal pct,38.318,-0.9215980768203735
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_reducing,4,days_since_project_start,days since project start,390.0,-0.6507293581962585
delay_next_30d,SYN-00001,SYN-00001_S14,2026-07-07,3D,0.01007276,0.007665183056564717,risk_reducing,5,rnr_progress_pct,rnr progress pct,36.671,-0.4917084574699402
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_increasing,1,proximity_km_to_urban,proximity km to urban,46.983,0.09266623854637146
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_increasing,2,current_stage_3D,Current stage: 3D,0.0,0.08587713539600372
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_increasing,3,terrain_type_Rolling,terrain type Rolling,0.0,0.03797608241438866
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_increasing,4,approval_dept_District Administration,approval dept District Administration,0.0,0.030275512486696243
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_increasing,5,approval_dept_Forest,approval dept Forest,1.0,0.021076079457998276
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_reducing,1,days_in_current_stage,days in current stage,0.0,-2.361748456954956
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_reducing,2,days_since_project_start,days since project start,0.0,-1.6514641046524048
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_reducing,3,docs_complete_pct,docs complete pct,95.465,-0.587005615234375
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_reducing,4,file_pending_days,file pending days,7.0,-0.4826901853084564
delay_next_30d,SYN-00005,SYN-00005_S01,2025-01-04,3a,0.0007075058,0.002017610419084849,risk_reducing,5,land_acquisition_ratio,land acquisition ratio,0.9429127121737544,-0.2998056411743164
delay_next_30d,SYN-00005,SYN-00005_S02,2025-02-03,3a,0.00065265666,0.0019374690162278366,risk_increasing,1,proximity_km_to_urban,proximity km to urban,46.983,0.08775221556425095
delay_next_30d,SYN-00005,SYN-00005_S02,2025-02-03,3a,0.00065265666,0.0019374690162278366,risk_increasing,2,current_stage_3D,Current stage: 3D,0.0,0.08662115782499313
delay_next_30d,SYN-00005,SYN-00005_S02,2025-02-03,3a,0.00065265666,0.0019374690162278366,risk_increasing,3,terrain_type_Rolling,terrain type Rolling,0.0,0.03733011335134506
delay_next_30d,SYN-00005,SYN-00005_S02,2025-02-03,3a,0.00065265666,0.0019374690162278366,risk_increasing,4,approval_dept_District Administration,approval dept District Administration,0.0,0.030281592160463333
