days_in_current_stage,days_since_project_start,land_required_ha,land_to_acquire_ha,total_parcels,affected_families,vulnerable_families,pending_approvals_count,file_pending_days,docs_complete_pct,court_cases_count,case_age_months,title_disputes_parcels,grievances_30d,compensation_awarded_cr,compensation_disbursed_cr,disbursal_pct,rnr_progress_pct,rnr_consent_pct,grievance_redressal_days,forest_involved,proximity_km_to_urban,land_acquisition_ratio,affected_family_per_parcel,vulnerable_family_share,compensation_pending_cr,rnr_remaining_pct,docs_remaining_pct,current_stage,approval_dept,terrain_type,urban_rural,delay_next_30d,delay_next_60d,delay_next_90d
125,300,9.7569,7.7186,146,58,6,3,51,100.0,1,9.855,2,5,1.9575,0.4448,22.724,25.018,78.177,20.166,0,59.044,0.791091432729658,0.3972602739726027,0.10344827586206896,1.5127000000000002,74.982,0.0,3D,Environment,Hilly,Rural,0,0,0
155,330,9.7569,7.7186,146,58,6,3,60,100.0,1,10.841,2,4,1.0493,0.2818,26.858,25.981,78.177,20.166,0,59.044,0.791091432729658,0.3972602739726027,0.10344827586206896,0.7674999999999998,74.019,0.0,3D,PWD,Hilly,Rural,0,0,0
185,360,9.7569,7.7186,146,58,6,3,57,100.0,1,11.827,2,4,1.1056,0.3704,33.507,32.544,78.177,20.166,0,59.044,0.791091432729658,0.3972602739726027,0.10344827586206896,0.7351999999999999,67.456,0.0,3D,Forest,Hilly,Rural,0,0,0
215,390,9.7569,7.7186,146,58,6,3,64,100.0,1,12.812,2,5,3.4307,1.3146,38.318,36.671,78.177,20.166,0,59.044,0.791091432729658,0.3972602739726027,0.10344827586206896,2.1161,63.329,0.0,3D,PWD,Hilly,Rural,0,0,0
0,0,40.3058,32.6436,573,392,110,0,14,90.833,0,0.0,0,4,13.4148,0.6326,4.716,0.0,82.293,21.799,0,41.887,0.8098983272878841,0.6841186736474695,0.28061224489795916,12.7822,100.0,9.167000000000002,3a,Forest,Hilly,Semi-Urban,0,0,0
30,30,40.3058,32.6436,573,392,110,0,15,92.504,0,0.0,0,5,13.6083,0.7733,5.683,0.0,82.293,21.799,0,41.887,0.8098983272878841,0.6841186736474695,0.28061224489795916,12.834999999999999,100.0,7.495999999999995,3a,Revenue,Hilly,Semi-Urban,0,0,0
60,60,40.3058,32.6436,573,392,110,0,23,94.4,0,0.0,0,6,15.3949,0.886,5.755,0.0,82.293,21.799,0,41.887,0.8098983272878841,0.6841186736474695,0.28061224489795916,14.5089,100.0,5.599999999999994,3a,PWD,Hilly,Semi-Urban,0,0,1
90,90,40.3058,32.6436,573,392,110,0,21,93.789,0,0.0,0,7,15.9926,1.0337,6.464,0.0,82.293,21.799,0,41.887,0.8098983272878841,0.6841186736474695,0.28061224489795916,14.9589,100.0,6.2109999999999985,3a,District Administration,Hilly,Semi-Urban,0,1,1
42,120,40.3058,32.6436,573,392,110,0,27,95.848,0,0.0,0,10,14.2896,1.2261,8.581,5.696,82.293,21.799,0,41.887,0.8098983272878841,0.6841186736474695,0.28061224489795916,13.0635,94.304,4.152000000000001,3A,Multiple Departments,Hilly,Semi-Urban,1,1,1
72,150,40.3058,32.6436,573,392,110,0,26,94.921,0,0.0,0,9,13.9286,1.8664,13.4,8.108,82.293,21.799,0,41.887,0.8098983272878841,0.6841186736474695,0.28061224489795916,12.062199999999999,91.892,5.0789999999999935,3A,Revenue,Hilly,Semi-Urban,0,0,0
102,180,40.3058,32.6436,573,392,110,0,35,95.651,0,0.0,0,9,11.9755,2.0415,17.047,13.672,82.293,21.799,0,41.887,0.8098983272878841,0.6841186736474695,0.28061224489795916,9.934000000000001,86.328,4.349000000000004,3A,PWD,Hilly,Semi-Urban,0,0,0
74,210,40.3058,32.6436,573,392,110,1,39,95.89,0,0.0,0,10,9.3249,2.0742,22.244,20.422,82.293,21.799,0,41.887,0.8098983272878841,0.6841186736474695,0.28061224489795916,7.2507,79.578,4.109999999999999,3D,Revenue,Hilly,Semi-Urban,0,0,0
104,240,40.3058,32.6436,573,392,110,1,37,97.696,0,0.0,0,11,2.6584,0.6965,26.201,21.188,82.293,21.799,0,41.887,0.8098983272878841,0.6841186736474695,0.28061224489795916,1.9619,78.812,2.304000000000002,3D,Forest,Hilly,Semi-Urban,0,0,0
0,0,27.9797,20.3025,550,123,13,0,8,92.348,1,0.0,1,2,8.6431,0.0,0.0,0.0,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,8.6431,100.0,7.652000000000001,3a,Environment,Hilly,Rural,0,0,0
30,30,27.9797,20.3025,550,123,13,0,16,92.113,1,0.986,1,1,4.2467,0.0,0.0,0.0,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,4.2467,100.0,7.8870000000000005,3a,Revenue,Hilly,Rural,0,0,0
60,60,27.9797,20.3025,550,123,13,0,25,91.267,1,1.971,1,0,10.2571,0.0,0.0,0.0,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,10.2571,100.0,8.733000000000004,3a,District Administration,Hilly,Rural,0,0,0
90,90,27.9797,20.3025,550,123,13,0,30,93.924,1,2.957,1,1,5.4969,0.0,0.0,0.0,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,5.4969,100.0,6.075999999999993,3a,District Administration,Hilly,Rural,0,0,0
42,120,27.9797,20.3025,550,123,13,0,25,95.165,1,3.942,1,2,5.4046,0.0207,0.384,2.165,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,5.383900000000001,97.835,4.834999999999994,3A,Environment,Hilly,Rural,0,0,0
72,150,27.9797,20.3025,550,123,13,0,30,96.846,1,4.928,1,3,5.7872,0.2591,4.477,8.596,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,5.5281,91.404,3.1539999999999964,3A,Environment,Hilly,Rural,0,0,0
102,180,27.9797,20.3025,550,123,13,0,32,97.845,1,5.913,1,2,6.0666,0.5775,9.519,12.462,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,5.4891000000000005,87.538,2.155000000000001,3A,Revenue,Hilly,Rural,0,0,0
74,210,27.9797,20.3025,550,123,13,0,37,99.228,1,6.899,1,2,3.9377,0.6704,17.025,15.563,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,3.2673,84.437,0.7720000000000056,3D,PWD,Hilly,Rural,0,0,0
104,240,27.9797,20.3025,550,123,13,0,46,99.308,1,7.884,1,3,9.5509,2.1395,22.401,15.82,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,7.4114,84.18,0.6919999999999931,3D,Forest,Hilly,Rural,0,0,0
134,270,27.9797,20.3025,550,123,13,0,55,100.0,1,8.87,1,2,4.1939,1.2853,30.646,20.779,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,2.9086,79.221,0.0,3D,Forest,Hilly,Rural,0,0,0
164,300,27.9797,20.3025,550,123,13,0,51,100.0,1,9.855,1,2,2.2943,0.904,39.404,25.261,94.239,13.079,1,0.916,0.7256153568480004,0.22363636363636363,0.10569105691056911,1.3902999999999999,74.739,0.0,3D,PWD,Hilly,Rural,0,0,0
0,0,16.0294,11.0755,125,54,11,0,18,98.596,1,0.0,2,2,1.9344,0.0,0.0,0.0,74.182,11.795,0,43.95,0.6909491309718393,0.432,0.2037037037037037,1.9344,100.0,1.4039999999999964,3a,District Administration,Riverine,Rural,0,0,0
30,30,16.0294,11.0755,125,54,11,0,13,97.239,1,0.986,2,1,2.0631,0.0,0.0,0.0,74.182,11.795,0,43.95,0.6909491309718393,0.432,0.2037037037037037,2.0631,100.0,2.7609999999999957,3a,Multiple Departments,Riverine,Rural,0,0,0
60,60,16.0294,11.0755,125,54,11,0,8,96.217,1,1.971,2,1,3.1908,0.0,0.0,0.0,74.182,11.795,0,43.95,0.6909491309718393,0.432,0.2037037037037037,3.1908,100.0,3.7830000000000013,3a,District Administration,Riverine,Rural,0,0,0
32,90,16.0294,11.0755,125,54,11,0,9,96.007,1,2.957,2,0,2.8504,0.1169,4.1,6.76,74.182,11.795,0,43.95,0.6909491309718393,0.432,0.2037037037037037,2.7335000000000003,93.24,3.992999999999995,3A,Revenue,Riverine,Rural,0,0,0
62,120,16.0294,11.0755,125,54,11,0,9,98.151,1,3.942,2,0,3.3113,0.1779,5.374,12.733,74.182,11.795,0,43.95,0.6909491309718393,0.432,0.2037037037037037,3.1334,87.267,1.8490000000000038,3A,Environment,Riverine,Rural,0,0,0
92,150,16.0294,11.0755,125,54,11,0,13,97.356,1,4.928,2,0,1.1981,0.0787,6.566,16.352,74.182,11.795,0,43.95,0.6909491309718393,0.432,0.2037037037037037,1.1194,83.648,2.6440000000000055,3A,Forest,Riverine,Rural,0,0,0
63,180,16.0294,11.0755,125,54,11,1,10,98.7,1,5.913,2,0,3.8886,0.401,10.312,19.092,74.182,11.795,0,43.95,0.6909491309718393,0.432,0.2037037037037037,3.4875999999999996,80.908,1.2999999999999972,3D,Multiple Departments,Riverine,Rural,0,0,0
93,210,16.0294,11.0755,125,54,11,0,8,99.723,1,6.899,2,0,3.6643,0.5511,15.039,25.377,74.182,11.795,0,43.95,0.6909491309718393,0.432,0.2037037037037037,3.1132,74.623,0.277000000000001,3D,Multiple Departments,Riverine,Rural,0,0,0
123,240,16.0294,11.0755,125,54,11,0,17,100.0,1,7.884,2,1,4.5419,1.1081,24.398,28.606,74.182,11.795,0,43.95,0.6909491309718393,0.432,0.2037037037037037,3.4337999999999997,71.394,0.0,3D,District Administration,Riverine,Rural,0,0,0
0,0,35.0656,33.0638,345,261,21,2,7,95.465,1,0.0,0,2,8.583,0.0,0.0,0.0,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,8.583,100.0,4.534999999999997,3a,Forest,Coastal,Semi-Urban,0,0,0
30,30,35.0656,33.0638,345,261,21,2,8,95.466,1,0.986,0,2,4.4897,0.0,0.0,0.0,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,4.4897,100.0,4.534000000000006,3a,Forest,Coastal,Semi-Urban,0,0,0
60,60,35.0656,33.0638,345,261,21,1,3,97.401,1,1.971,0,3,9.892,0.0,0.0,0.0,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,9.892,100.0,2.5990000000000038,3a,Revenue,Coastal,Semi-Urban,0,0,0
90,90,35.0656,33.0638,345,261,21,1,2,96.626,1,2.957,0,2,10.0141,0.0,0.0,0.0,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,10.0141,100.0,3.3739999999999952,3a,PWD,Coastal,Semi-Urban,0,0,0
120,120,35.0656,33.0638,345,261,21,0,7,97.063,1,3.942,0,3,2.5241,0.0,0.0,0.0,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,2.5241,100.0,2.9369999999999976,3a,Revenue,Coastal,Semi-Urban,0,0,0
53,150,35.0656,33.0638,345,261,21,0,12,97.403,1,4.928,0,4,10.0578,0.4565,4.539,6.426,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,9.6013,93.574,2.596999999999994,3A,PWD,Coastal,Semi-Urban,0,0,0
83,180,35.0656,33.0638,345,261,21,0,20,96.039,1,5.913,0,5,3.9333,0.2256,5.736,9.169,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,3.7077,90.831,3.9609999999999985,3A,Forest,Coastal,Semi-Urban,0,0,0
113,210,35.0656,33.0638,345,261,21,0,15,96.052,1,6.899,0,6,11.5251,0.7971,6.916,9.768,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,10.728,90.232,3.9479999999999933,3A,PWD,Coastal,Semi-Urban,0,0,0
143,240,35.0656,33.0638,345,261,21,0,10,95.448,1,7.884,0,7,9.2308,0.9774,10.589,13.072,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,8.253400000000001,86.928,4.552000000000007,3A,Environment,Coastal,Semi-Urban,0,0,1
95,270,35.0656,33.0638,345,261,21,0,16,95.003,1,8.87,0,7,9.9537,1.7959,18.043,13.849,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,8.1578,86.151,4.997,3D,PWD,Coastal,Semi-Urban,0,1,1
125,300,35.0656,33.0638,345,261,21,1,15,93.871,1,9.855,0,7,8.713,1.9235,22.077,14.407,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,6.789499999999999,85.593,6.129000000000005,3D,Environment,Coastal,Semi-Urban,1,1,1
155,330,35.0656,33.0638,345,261,21,0,22,92.986,1,10.841,0,7,3.0131,0.7859,26.083,19.629,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,2.2272,80.371,7.013999999999996,3D,District Administration,Coastal,Semi-Urban,0,0,0
185,360,35.0656,33.0638,345,261,21,0,18,93.142,1,11.827,0,8,6.582,2.2249,33.802,26.396,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,4.3571,73.604,6.858000000000004,3D,District Administration,Coastal,Semi-Urban,0,0,0
215,390,35.0656,33.0638,345,261,21,0,22,94.44,1,12.812,0,7,10.1905,3.9184,38.451,27.664,78.204,15.483,0,46.983,0.9429127121737543,0.7565217391304347,0.08045977011494253,6.2721,72.336,5.560000000000002,3D,Multiple Departments,Coastal,Semi-Urban,0,0,0
0,0,14.3791,9.6142,260,140,17,2,19,96.936,1,0.0,0,1,5.1357,0.0,0.0,0.0,93.67,8.588,0,50.142,0.668623210075735,0.5384615384615384,0.12142857142857143,5.1357,100.0,3.063999999999993,3a,Environment,Riverine,Urban,0,0,0
30,30,14.3791,9.6142,260,140,17,3,24,95.574,1,0.986,0,2,3.3393,0.0,0.0,0.0,93.67,8.588,0,50.142,0.668623210075735,0.5384615384615384,0.12142857142857143,3.3393,100.0,4.426000000000002,3a,Revenue,Riverine,Urban,0,0,0
60,60,14.3791,9.6142,260,140,17,3,20,96.169,1,1.971,0,3,2.922,0.0,0.0,0.0,93.67,8.588,0,50.142,0.668623210075735,0.5384615384615384,0.12142857142857143,2.922,100.0,3.831000000000003,3a,Revenue,Riverine,Urban,0,0,0
32,90,14.3791,9.6142,260,140,17,3,25,97.143,1,2.957,0,3,4.7691,0.0247,0.518,5.701,93.67,8.588,0,50.142,0.668623210075735,0.5384615384615384,0.12142857142857143,4.7444,94.299,2.8569999999999993,3A,Revenue,Riverine,Urban,0,0,0
62,120,14.3791,9.6142,260,140,17,4,25,97.781,1,3.942,0,4,1.0265,0.0655,6.377,8.049,93.67,8.588,0,50.142,0.668623210075735,0.5384615384615384,0.12142857142857143,0.961,91.951,2.218999999999994,3A,Multiple Departments,Riverine,Urban,0,0,0
92,150,14.3791,9.6142,260,140,17,5,26,97.459,1,4.928,0,3,3.0028,0.2467,8.215,8.571,93.67,8.588,0,50.142,0.668623210075735,0.5384615384615384,0.12142857142857143,2.7561,91.429,2.540999999999997,3A,Forest,Riverine,Urban,0,0,0
63,180,14.3791,9.6142,260,140,17,5,22,100.0,1,5.913,0,3,1.7126,0.286,16.699,11.221,93.67,8.588,0,50.142,0.668623210075735,0.5384615384615384,0.12142857142857143,1.4265999999999999,88.779,0.0,3D,Forest,Riverine,Urban,0,0,0
93,210,14.3791,9.6142,260,140,17,6,29,100.0,1,6.899,0,3,1.4824,0.3486,23.519,17.229,93.67,8.588,0,50.142,0.668623210075735,0.5384615384615384,0.12142857142857143,1.1338,82.771,0.0,3D,Revenue,Riverine,Urban,0,0,0
123,240,14.3791,9.6142,260,140,17,7,38,100.0,1,7.884,0,4,2.1922,0.5939,27.094,20.017,93.67,8.588,0,50.142,0.668623210075735,0.5384615384615384,0.12142857142857143,1.5983,79.983,0.0,3D,Multiple Departments,Riverine,Urban,0,0,0
0,0,33.9247,31.6028,549,178,49,3,44,72.98,0,0.0,0,6,2.7965,0.0,0.0,15.713,65.812,16.498,0,47.19,0.9315572429527748,0.3242258652094718,0.2752808988764045,2.7965,84.287,27.019999999999996,3a,PWD,Coastal,Rural,0,0,0
30,30,33.9247,31.6028,549,178,49,3,49,75.431,0,0.0,0,5,4.9778,0.0,0.0,17.857,65.812,16.498,0,47.19,0.9315572429527748,0.3242258652094718,0.2752808988764045,4.9778,82.143,24.569000000000003,3a,Revenue,Coastal,Rural,0,0,0
60,60,33.9247,31.6028,549,178,49,4,46,78.696,0,0.0,0,5,9.404,0.0,0.0,22.991,65.812,16.498,0,47.19,0.9315572429527748,0.3242258652094718,0.2752808988764045,9.404,77.009,21.304000000000002,3a,District Administration,Coastal,Rural,0,0,0
32,90,33.9247,31.6028,549,178,49,3,37,84.07,0,0.0,0,5,1.9243,0.0275,1.429,33.794,65.812,16.498,0,47.19,0.9315572429527748,0.3242258652094718,0.2752808988764045,1.8967999999999998,66.206,15.930000000000007,3A,PWD,Coastal,Rural,0,0,0
62,120,33.9247,31.6028,549,178,49,2,46,86.706,0,0.0,0,6,13.5659,0.7895,5.82,37.112,65.812,16.498,0,47.19,0.9315572429527748,0.3242258652094718,0.2752808988764045,12.776399999999999,62.888,13.293999999999997,3A,Multiple Departments,Coastal,Rural,0,0,0
92,150,33.9247,31.6028,549,178,49,2,53,89.69,0,0.0,0,6,2.2337,0.1434,6.421,44.831,65.812,16.498,0,47.19,0.9315572429527748,0.3242258652094718,0.2752808988764045,2.0902999999999996,55.169,10.310000000000002,3A,District Administration,Coastal,Rural,0,0,0
63,180,33.9247,31.6028,549,178,49,1,51,95.482,0,0.0,0,4,10.1711,1.5574,15.312,55.194,65.812,16.498,0,47.19,0.9315572429527748,0.3242258652094718,0.2752808988764045,8.6137,44.806,4.518000000000001,3D,Revenue,Coastal,Rural,0,0,0
93,210,33.9247,31.6028,549,178,49,0,51,97.856,0,0.0,0,3,3.8676,0.736,19.03,58.979,65.812,16.498,0,47.19,0.9315572429527748,0.3242258652094718,0.2752808988764045,3.1315999999999997,41.021,2.1440000000000055,3D,Revenue,Coastal,Rural,0,0,0
123,240,33.9247,31.6028,549,178,49,0,58,100.0,0,0.0,0,4,5.4031,1.3813,25.564,69.763,65.812,16.498,0,47.19,0.9315572429527748,0.3242258652094718,0.2752808988764045,4.021800000000001,30.236999999999995,0.0,3D,Multiple Departments,Coastal,Rural,0,0,0
0,0,5.0,4.3546,50,21,1,2,4,97.137,0,0.0,0,0,0.899,0.0,0.0,0.0,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,0.899,100.0,2.8629999999999995,3a,Forest,Riverine,Semi-Urban,0,0,0
30,30,5.0,4.3546,50,21,1,1,4,96.502,0,0.0,0,1,0.6295,0.0,0.0,0.0,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,0.6295,100.0,3.4980000000000047,3a,District Administration,Riverine,Semi-Urban,0,0,0
60,60,5.0,4.3546,50,21,1,1,7,97.036,0,0.0,0,0,0.9121,0.0,0.0,0.0,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,0.9121,100.0,2.9639999999999986,3a,Forest,Riverine,Semi-Urban,0,0,0
90,90,5.0,4.3546,50,21,1,1,9,99.439,0,0.0,0,0,1.9931,0.0,0.0,0.0,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,1.9931,100.0,0.561000000000007,3a,Environment,Riverine,Semi-Urban,0,0,0
42,120,5.0,4.3546,50,21,1,1,17,100.0,0,0.0,0,0,0.3383,0.0148,4.365,2.652,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,0.3235,97.348,0.0,3A,Forest,Riverine,Semi-Urban,0,0,0
72,150,5.0,4.3546,50,21,1,0,23,99.592,0,0.0,0,1,0.7838,0.0548,6.992,9.29,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,0.7290000000000001,90.71000000000001,0.40800000000000125,3A,Environment,Riverine,Semi-Urban,0,0,0
102,180,5.0,4.3546,50,21,1,0,30,98.319,0,0.0,0,2,0.6088,0.0582,9.567,11.199,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,0.5506,88.801,1.6809999999999974,3A,Environment,Riverine,Semi-Urban,0,0,0
132,210,5.0,4.3546,50,21,1,0,29,96.953,0,0.0,0,2,1.2669,0.1607,12.685,14.282,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,1.1061999999999999,85.718,3.046999999999997,3A,Revenue,Riverine,Semi-Urban,0,0,0
84,240,5.0,4.3546,50,21,1,1,28,95.721,0,0.0,0,2,1.0223,0.172,16.827,20.693,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,0.8503000000000001,79.307,4.278999999999996,3D,District Administration,Riverine,Semi-Urban,0,0,0
114,270,5.0,4.3546,50,21,1,2,30,96.584,0,0.0,0,3,1.6851,0.3862,22.921,21.971,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,1.2989000000000002,78.029,3.415999999999997,3D,District Administration,Riverine,Semi-Urban,0,0,0
144,300,5.0,4.3546,50,21,1,1,30,95.611,0,0.0,0,2,0.45,0.1316,29.253,26.103,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,0.3184,73.89699999999999,4.388999999999996,3D,Forest,Riverine,Semi-Urban,0,0,0
174,330,5.0,4.3546,50,21,1,1,26,97.518,0,0.0,0,3,0.3256,0.118,36.248,26.226,73.441,13.207,0,53.115,0.8709199999999999,0.42,0.047619047619047616,0.2076,73.774,2.4819999999999993,3D,District Administration,Riverine,Semi-Urban,0,0,0
0,0,14.1969,9.0611,193,114,17,2,19,83.212,1,0.0,2,7,1.2716,0.1897,14.922,0.0,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,1.0819,100.0,16.787999999999997,3a,Environment,Hilly,Semi-Urban,0,0,0
30,30,14.1969,9.0611,193,114,17,2,19,82.417,1,0.986,2,8,4.4439,0.6988,15.726,0.0,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,3.7451000000000003,100.0,17.583,3a,Revenue,Hilly,Semi-Urban,0,0,0
60,60,14.1969,9.0611,193,114,17,2,17,85.37,1,1.971,2,8,5.4494,0.8582,15.748,0.0,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,4.5912,100.0,14.629999999999995,3a,PWD,Hilly,Semi-Urban,0,0,0
90,90,14.1969,9.0611,193,114,17,2,19,87.919,1,2.957,2,7,2.6376,0.4513,17.11,0.0,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,2.1863,100.0,12.081000000000003,3a,Environment,Hilly,Semi-Urban,0,0,0
120,120,14.1969,9.0611,193,114,17,1,17,88.808,1,3.942,2,8,1.8264,0.3258,17.838,0.0,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,1.5006,100.0,11.191999999999993,3a,District Administration,Hilly,Semi-Urban,0,0,0
53,150,14.1969,9.0611,193,114,17,1,26,90.383,1,4.928,2,8,1.0018,0.213,21.261,6.759,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,0.7888000000000001,93.241,9.617000000000004,3A,Forest,Hilly,Semi-Urban,0,0,0
83,180,14.1969,9.0611,193,114,17,1,31,89.477,1,5.913,2,8,4.7856,1.0477,21.892,11.906,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,3.7379,88.094,10.522999999999996,3A,District Administration,Hilly,Semi-Urban,0,0,0
113,210,14.1969,9.0611,193,114,17,0,40,91.12,1,6.899,2,8,3.7516,0.9784,26.08,12.473,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,2.7731999999999997,87.527,8.879999999999995,3A,Forest,Hilly,Semi-Urban,0,0,0
143,240,14.1969,9.0611,193,114,17,0,38,90.297,1,7.884,2,8,4.521,1.3074,28.918,17.136,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,3.2136,82.864,9.703000000000003,3A,Revenue,Hilly,Semi-Urban,0,0,0
173,270,14.1969,9.0611,193,114,17,0,40,88.962,1,8.87,2,8,5.4071,1.7237,31.879,24.085,83.855,26.233,1,14.331,0.6382449689720996,0.5906735751295337,0.14912280701754385,3.6834,75.91499999999999,11.037999999999997,3A,District Administration,Hilly,Semi-Urban,0,0,0
