project_id,notification_id,notification_number,tentative_publish_date,serial_number,district,sub_district,village,survey_number,survey_number_raw,area_hectares,area_raw,land_type,land_nature,land_category,description_raw,party_count,owner_count,affected_party_count,total_party_area_hectares
54635,34193,S.O. 5048 (E),28/09/2018,17,NAYAGARH,Nayagarh,Badapandusar,1214,1214 १२१४,0.002,0.002 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,1,1,0.002
54635,34193,S.O. 5048 (E),28/09/2018,18,NAYAGARH,Nayagarh,Badapandusar,1215,1215 १२१५,0.002,0.002 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.002
54635,34193,S.O. 5048 (E),28/09/2018,19,NAYAGARH,Nayagarh,Badapandusar,1216,1216 १२१६,0.04,0.04 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",4,3,1,0.0602347
54635,34193,S.O. 5048 (E),28/09/2018,20,NAYAGARH,Nayagarh,Badapandusar,1217,1217 १२१७,0.057,0.057 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,2,0,0.057
54635,34193,S.O. 5048 (E),28/09/2018,21,NAYAGARH,Nayagarh,Badapandusar,1218,1218 १२१८,0.024,0.024 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.024
54635,34193,S.O. 5048 (E),28/09/2018,22,NAYAGARH,Nayagarh,Badapandusar,1219,1219 १२१९,0.061,0.061 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.061
54635,34193,S.O. 5048 (E),28/09/2018,23,NAYAGARH,Nayagarh,Badapandusar,1220,1220 १२२०,0.077,0.077 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,2,0,0.077
54635,34193,S.O. 5048 (E),28/09/2018,24,NAYAGARH,Nayagarh,Badapandusar,1220/3495,1220/3495 १२२०/३४९५,0.016,0.016 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.016
54635,34193,S.O. 5048 (E),28/09/2018,25,NAYAGARH,Nayagarh,Badapandusar,1221,1221 १२२१,0.049,0.049 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,1,1,0.049
54635,34193,S.O. 5048 (E),28/09/2018,26,NAYAGARH,Nayagarh,Badapandusar,1222,1222 १२२२,0.022,0.022 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,2,0,0.022
54635,34193,S.O. 5048 (E),28/09/2018,27,NAYAGARH,Nayagarh,Badapandusar,1223,1223 १२२३,0.04,0.04 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",3,2,1,0.0402347
54635,34193,S.O. 5048 (E),28/09/2018,28,NAYAGARH,Nayagarh,Badapandusar,1224,1224 १२२४,0.024,0.024 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,1,1,0.024
54635,34193,S.O. 5048 (E),28/09/2018,29,NAYAGARH,Nayagarh,Badapandusar,1225,1225 १२२५,0.018,0.018 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.018
54635,34193,S.O. 5048 (E),28/09/2018,30,NAYAGARH,Nayagarh,Badapandusar,1154,1154 ११५४,0.006,0.006 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.006
54635,34193,S.O. 5048 (E),28/09/2018,31,NAYAGARH,Nayagarh,Badapandusar,1155,1155 ११५५,0.069,0.069 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,2,0,0.069
54635,34193,S.O. 5048 (E),28/09/2018,32,NAYAGARH,Nayagarh,Badapandusar,1156,1156 ११५६,0.02,0.02 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,2,0,0.02
54635,34193,S.O. 5048 (E),28/09/2018,33,NAYAGARH,Nayagarh,Badapandusar,1157,1157 ११५७,0.016,0.016 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.016
54635,34193,S.O. 5048 (E),28/09/2018,34,NAYAGARH,Nayagarh,Badapandusar,1158,1158 ११५८,0.024,0.024 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,1,1,0.024
54635,34193,S.O. 5048 (E),28/09/2018,35,NAYAGARH,Nayagarh,Badapandusar,1159,1159 ११५९,0.02,0.02 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.02
54635,34193,S.O. 5048 (E),28/09/2018,36,NAYAGARH,Nayagarh,Badapandusar,1164,1164 ११६४,0.002,0.002 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,1,1,0.002
54635,34193,S.O. 5048 (E),28/09/2018,37,NAYAGARH,Nayagarh,Badapandusar,1166,1166 ११६६,0.057,0.057 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.057
54635,34193,S.O. 5048 (E),28/09/2018,38,NAYAGARH,Nayagarh,Badapandusar,1167,1167 ११६७,0.113,0.113 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.113
54635,34193,S.O. 5048 (E),28/09/2018,39,NAYAGARH,Nayagarh,Badapandusar,1168,1168 ११६८,0.008,0.008 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.008
54635,34193,S.O. 5048 (E),28/09/2018,40,NAYAGARH,Nayagarh,Badapandusar,1169,1169 ११६९,0.004,0.004 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.004
54635,34193,S.O. 5048 (E),28/09/2018,41,NAYAGARH,Nayagarh,Badapandusar,1170,1170 ११७०,0.012,0.012 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.012
54635,34193,S.O. 5048 (E),28/09/2018,42,NAYAGARH,Nayagarh,Badapandusar,1171,1171 ११७१,0.002,0.002 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,1,1,0.002
54635,34193,S.O. 5048 (E),28/09/2018,43,NAYAGARH,Nayagarh,Badapandusar,2586,2586 २५८६,0.002,0.002 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",2,1,1,0.002
54635,34193,S.O. 5048 (E),28/09/2018,44,NAYAGARH,Nayagarh,Badapandusar,2587,2587 २५८७,0.016,0.016 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.016
54635,34193,S.O. 5048 (E),28/09/2018,45,NAYAGARH,Nayagarh,Badapandusar,2588,2588 २५८८,0.002,0.002 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.002
54635,34193,S.O. 5048 (E),28/09/2018,46,NAYAGARH,Nayagarh,Badapandusar,2589,2589 २५८९,0.002,0.002 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.002
