snapshot_id,project_id,snapshot_date,project_start_date,current_stage,stage_entry_date,days_in_current_stage,days_since_project_start,event_count_so_far,land_required_ha,land_to_acquire_ha,total_parcels,affected_families,vulnerable_families,pending_approvals_count,approval_dept,file_pending_days,docs_complete_pct,court_cases_count,case_age_months,title_disputes_parcels,grievances_30d,compensation_awarded_cr,compensation_disbursed_cr,disbursal_pct,rnr_progress_pct,rnr_consent_pct,grievance_redressal_days,terrain_type,urban_rural,forest_involved,proximity_km_to_urban,delay_next_30d,delay_next_60d,delay_next_90d,is_censored
SYN-00001_S11,SYN-00001,2026-04-08,2025-06-12,3D,2025-12-04,125,300,11,9.7569,7.7186,146,58,6,3,Environment,51,100.0,1,9.855,2,5,1.9575,0.4448,22.724,25.018,78.177,20.166,Hilly,Rural,0,59.044,0,0,0,0
SYN-00001_S12,SYN-00001,2026-05-08,2025-06-12,3D,2025-12-04,155,330,12,9.7569,7.7186,146,58,6,3,PWD,60,100.0,1,10.841,2,4,1.0493,0.2818,26.858,25.981,78.177,20.166,Hilly,Rural,0,59.044,0,0,0,0
SYN-00001_S13,SYN-00001,2026-06-07,2025-06-12,3D,2025-12-04,185,360,13,9.7569,7.7186,146,58,6,3,Forest,57,100.0,1,11.827,2,4,1.1056,0.3704,33.507,32.544,78.177,20.166,Hilly,Rural,0,59.044,0,0,0,0
SYN-00001_S14,SYN-00001,2026-07-07,2025-06-12,3D,2025-12-04,215,390,14,9.7569,7.7186,146,58,6,3,PWD,64,100.0,1,12.812,2,5,3.4307,1.3146,38.318,36.671,78.177,20.166,Hilly,Rural,0,59.044,0,0,0,0
SYN-00002_S01,SYN-00002,2020-10-17,2020-10-17,3a,2020-10-17,0,0,1,40.3058,32.6436,573,392,110,0,Forest,14,90.833,0,0.0,0,4,13.4148,0.6326,4.716,0.0,82.293,21.799,Hilly,Semi-Urban,0,41.887,0,0,0,0
SYN-00002_S02,SYN-00002,2020-11-16,2020-10-17,3a,2020-10-17,30,30,2,40.3058,32.6436,573,392,110,0,Revenue,15,92.504,0,0.0,0,5,13.6083,0.7733,5.683,0.0,82.293,21.799,Hilly,Semi-Urban,0,41.887,0,0,0,0
SYN-00002_S03,SYN-00002,2020-12-16,2020-10-17,3a,2020-10-17,60,60,3,40.3058,32.6436,573,392,110,0,PWD,23,94.4,0,0.0,0,6,15.3949,0.886,5.755,0.0,82.293,21.799,Hilly,Semi-Urban,0,41.887,0,0,1,0
SYN-00002_S04,SYN-00002,2021-01-15,2020-10-17,3a,2020-10-17,90,90,4,40.3058,32.6436,573,392,110,0,District Administration,21,93.789,0,0.0,0,7,15.9926,1.0337,6.464,0.0,82.293,21.799,Hilly,Semi-Urban,0,41.887,0,1,1,0
SYN-00002_S05,SYN-00002,2021-02-14,2020-10-17,3A,2021-01-03,42,120,5,40.3058,32.6436,573,392,110,0,Multiple Departments,27,95.848,0,0.0,0,10,14.2896,1.2261,8.581,5.696,82.293,21.799,Hilly,Semi-Urban,0,41.887,1,1,1,0
SYN-00002_S06,SYN-00002,2021-03-16,2020-10-17,3A,2021-01-03,72,150,6,40.3058,32.6436,573,392,110,0,Revenue,26,94.921,0,0.0,0,9,13.9286,1.8664,13.4,8.108,82.293,21.799,Hilly,Semi-Urban,0,41.887,0,0,0,0
SYN-00002_S07,SYN-00002,2021-04-15,2020-10-17,3A,2021-01-03,102,180,7,40.3058,32.6436,573,392,110,0,PWD,35,95.651,0,0.0,0,9,11.9755,2.0415,17.047,13.672,82.293,21.799,Hilly,Semi-Urban,0,41.887,0,0,0,0
SYN-00002_S08,SYN-00002,2021-05-15,2020-10-17,3D,2021-03-02,74,210,8,40.3058,32.6436,573,392,110,1,Revenue,39,95.89,0,0.0,0,10,9.3249,2.0742,22.244,20.422,82.293,21.799,Hilly,Semi-Urban,0,41.887,0,0,0,0
SYN-00002_S09,SYN-00002,2021-06-14,2020-10-17,3D,2021-03-02,104,240,9,40.3058,32.6436,573,392,110,1,Forest,37,97.696,0,0.0,0,11,2.6584,0.6965,26.201,21.188,82.293,21.799,Hilly,Semi-Urban,0,41.887,0,0,0,0
SYN-00003_S01,SYN-00003,2023-08-04,2023-08-04,3a,2023-08-04,0,0,1,27.9797,20.3025,550,123,13,0,Environment,8,92.348,1,0.0,1,2,8.6431,0.0,0.0,0.0,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S02,SYN-00003,2023-09-03,2023-08-04,3a,2023-08-04,30,30,2,27.9797,20.3025,550,123,13,0,Revenue,16,92.113,1,0.986,1,1,4.2467,0.0,0.0,0.0,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S03,SYN-00003,2023-10-03,2023-08-04,3a,2023-08-04,60,60,3,27.9797,20.3025,550,123,13,0,District Administration,25,91.267,1,1.971,1,0,10.2571,0.0,0.0,0.0,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S04,SYN-00003,2023-11-02,2023-08-04,3a,2023-08-04,90,90,4,27.9797,20.3025,550,123,13,0,District Administration,30,93.924,1,2.957,1,1,5.4969,0.0,0.0,0.0,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S05,SYN-00003,2023-12-02,2023-08-04,3A,2023-10-21,42,120,5,27.9797,20.3025,550,123,13,0,Environment,25,95.165,1,3.942,1,2,5.4046,0.0207,0.384,2.165,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S06,SYN-00003,2024-01-01,2023-08-04,3A,2023-10-21,72,150,6,27.9797,20.3025,550,123,13,0,Environment,30,96.846,1,4.928,1,3,5.7872,0.2591,4.477,8.596,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S07,SYN-00003,2024-01-31,2023-08-04,3A,2023-10-21,102,180,7,27.9797,20.3025,550,123,13,0,Revenue,32,97.845,1,5.913,1,2,6.0666,0.5775,9.519,12.462,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S08,SYN-00003,2024-03-01,2023-08-04,3D,2023-12-18,74,210,8,27.9797,20.3025,550,123,13,0,PWD,37,99.228,1,6.899,1,2,3.9377,0.6704,17.025,15.563,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S09,SYN-00003,2024-03-31,2023-08-04,3D,2023-12-18,104,240,9,27.9797,20.3025,550,123,13,0,Forest,46,99.308,1,7.884,1,3,9.5509,2.1395,22.401,15.82,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S10,SYN-00003,2024-04-30,2023-08-04,3D,2023-12-18,134,270,10,27.9797,20.3025,550,123,13,0,Forest,55,100.0,1,8.87,1,2,4.1939,1.2853,30.646,20.779,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00003_S11,SYN-00003,2024-05-30,2023-08-04,3D,2023-12-18,164,300,11,27.9797,20.3025,550,123,13,0,PWD,51,100.0,1,9.855,1,2,2.2943,0.904,39.404,25.261,94.239,13.079,Hilly,Rural,1,0.916,0,0,0,0
SYN-00004_S01,SYN-00004,2021-07-28,2021-07-28,3a,2021-07-28,0,0,1,16.0294,11.0755,125,54,11,0,District Administration,18,98.596,1,0.0,2,2,1.9344,0.0,0.0,0.0,74.182,11.795,Riverine,Rural,0,43.95,0,0,0,0
SYN-00004_S02,SYN-00004,2021-08-27,2021-07-28,3a,2021-07-28,30,30,2,16.0294,11.0755,125,54,11,0,Multiple Departments,13,97.239,1,0.986,2,1,2.0631,0.0,0.0,0.0,74.182,11.795,Riverine,Rural,0,43.95,0,0,0,0
SYN-00004_S03,SYN-00004,2021-09-26,2021-07-28,3a,2021-07-28,60,60,3,16.0294,11.0755,125,54,11,0,District Administration,8,96.217,1,1.971,2,1,3.1908,0.0,0.0,0.0,74.182,11.795,Riverine,Rural,0,43.95,0,0,0,0
SYN-00004_S04,SYN-00004,2021-10-26,2021-07-28,3A,2021-09-24,32,90,4,16.0294,11.0755,125,54,11,0,Revenue,9,96.007,1,2.957,2,0,2.8504,0.1169,4.1,6.76,74.182,11.795,Riverine,Rural,0,43.95,0,0,0,0
SYN-00004_S05,SYN-00004,2021-11-25,2021-07-28,3A,2021-09-24,62,120,5,16.0294,11.0755,125,54,11,0,Environment,9,98.151,1,3.942,2,0,3.3113,0.1779,5.374,12.733,74.182,11.795,Riverine,Rural,0,43.95,0,0,0,0
SYN-00004_S06,SYN-00004,2021-12-25,2021-07-28,3A,2021-09-24,92,150,6,16.0294,11.0755,125,54,11,0,Forest,13,97.356,1,4.928,2,0,1.1981,0.0787,6.566,16.352,74.182,11.795,Riverine,Rural,0,43.95,0,0,0,0
SYN-00004_S07,SYN-00004,2022-01-24,2021-07-28,3D,2021-11-22,63,180,7,16.0294,11.0755,125,54,11,1,Multiple Departments,10,98.7,1,5.913,2,0,3.8886,0.401,10.312,19.092,74.182,11.795,Riverine,Rural,0,43.95,0,0,0,0
SYN-00004_S08,SYN-00004,2022-02-23,2021-07-28,3D,2021-11-22,93,210,8,16.0294,11.0755,125,54,11,0,Multiple Departments,8,99.723,1,6.899,2,0,3.6643,0.5511,15.039,25.377,74.182,11.795,Riverine,Rural,0,43.95,0,0,0,0
SYN-00004_S09,SYN-00004,2022-03-25,2021-07-28,3D,2021-11-22,123,240,9,16.0294,11.0755,125,54,11,0,District Administration,17,100.0,1,7.884,2,1,4.5419,1.1081,24.398,28.606,74.182,11.795,Riverine,Rural,0,43.95,0,0,0,0
SYN-00005_S01,SYN-00005,2025-01-04,2025-01-04,3a,2025-01-04,0,0,1,35.0656,33.0638,345,261,21,2,Forest,7,95.465,1,0.0,0,2,8.583,0.0,0.0,0.0,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S02,SYN-00005,2025-02-03,2025-01-04,3a,2025-01-04,30,30,2,35.0656,33.0638,345,261,21,2,Forest,8,95.466,1,0.986,0,2,4.4897,0.0,0.0,0.0,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S03,SYN-00005,2025-03-05,2025-01-04,3a,2025-01-04,60,60,3,35.0656,33.0638,345,261,21,1,Revenue,3,97.401,1,1.971,0,3,9.892,0.0,0.0,0.0,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S04,SYN-00005,2025-04-04,2025-01-04,3a,2025-01-04,90,90,4,35.0656,33.0638,345,261,21,1,PWD,2,96.626,1,2.957,0,2,10.0141,0.0,0.0,0.0,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S05,SYN-00005,2025-05-04,2025-01-04,3a,2025-01-04,120,120,5,35.0656,33.0638,345,261,21,0,Revenue,7,97.063,1,3.942,0,3,2.5241,0.0,0.0,0.0,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S06,SYN-00005,2025-06-03,2025-01-04,3A,2025-04-11,53,150,6,35.0656,33.0638,345,261,21,0,PWD,12,97.403,1,4.928,0,4,10.0578,0.4565,4.539,6.426,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S07,SYN-00005,2025-07-03,2025-01-04,3A,2025-04-11,83,180,7,35.0656,33.0638,345,261,21,0,Forest,20,96.039,1,5.913,0,5,3.9333,0.2256,5.736,9.169,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S08,SYN-00005,2025-08-02,2025-01-04,3A,2025-04-11,113,210,8,35.0656,33.0638,345,261,21,0,PWD,15,96.052,1,6.899,0,6,11.5251,0.7971,6.916,9.768,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S09,SYN-00005,2025-09-01,2025-01-04,3A,2025-04-11,143,240,9,35.0656,33.0638,345,261,21,0,Environment,10,95.448,1,7.884,0,7,9.2308,0.9774,10.589,13.072,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,1,0
SYN-00005_S10,SYN-00005,2025-10-01,2025-01-04,3D,2025-06-28,95,270,10,35.0656,33.0638,345,261,21,0,PWD,16,95.003,1,8.87,0,7,9.9537,1.7959,18.043,13.849,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,1,1,0
SYN-00005_S11,SYN-00005,2025-10-31,2025-01-04,3D,2025-06-28,125,300,11,35.0656,33.0638,345,261,21,1,Environment,15,93.871,1,9.855,0,7,8.713,1.9235,22.077,14.407,78.204,15.483,Coastal,Semi-Urban,0,46.983,1,1,1,0
SYN-00005_S12,SYN-00005,2025-11-30,2025-01-04,3D,2025-06-28,155,330,12,35.0656,33.0638,345,261,21,0,District Administration,22,92.986,1,10.841,0,7,3.0131,0.7859,26.083,19.629,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S13,SYN-00005,2025-12-30,2025-01-04,3D,2025-06-28,185,360,13,35.0656,33.0638,345,261,21,0,District Administration,18,93.142,1,11.827,0,8,6.582,2.2249,33.802,26.396,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00005_S14,SYN-00005,2026-01-29,2025-01-04,3D,2025-06-28,215,390,14,35.0656,33.0638,345,261,21,0,Multiple Departments,22,94.44,1,12.812,0,7,10.1905,3.9184,38.451,27.664,78.204,15.483,Coastal,Semi-Urban,0,46.983,0,0,0,0
SYN-00006_S01,SYN-00006,2022-06-15,2022-06-15,3a,2022-06-15,0,0,1,14.3791,9.6142,260,140,17,2,Environment,19,96.936,1,0.0,0,1,5.1357,0.0,0.0,0.0,93.67,8.588,Riverine,Urban,0,50.142,0,0,0,0
SYN-00006_S02,SYN-00006,2022-07-15,2022-06-15,3a,2022-06-15,30,30,2,14.3791,9.6142,260,140,17,3,Revenue,24,95.574,1,0.986,0,2,3.3393,0.0,0.0,0.0,93.67,8.588,Riverine,Urban,0,50.142,0,0,0,0
SYN-00006_S03,SYN-00006,2022-08-14,2022-06-15,3a,2022-06-15,60,60,3,14.3791,9.6142,260,140,17,3,Revenue,20,96.169,1,1.971,0,3,2.922,0.0,0.0,0.0,93.67,8.588,Riverine,Urban,0,50.142,0,0,0,0
SYN-00006_S04,SYN-00006,2022-09-13,2022-06-15,3A,2022-08-12,32,90,4,14.3791,9.6142,260,140,17,3,Revenue,25,97.143,1,2.957,0,3,4.7691,0.0247,0.518,5.701,93.67,8.588,Riverine,Urban,0,50.142,0,0,0,0
SYN-00006_S05,SYN-00006,2022-10-13,2022-06-15,3A,2022-08-12,62,120,5,14.3791,9.6142,260,140,17,4,Multiple Departments,25,97.781,1,3.942,0,4,1.0265,0.0655,6.377,8.049,93.67,8.588,Riverine,Urban,0,50.142,0,0,0,0
SYN-00006_S06,SYN-00006,2022-11-12,2022-06-15,3A,2022-08-12,92,150,6,14.3791,9.6142,260,140,17,5,Forest,26,97.459,1,4.928,0,3,3.0028,0.2467,8.215,8.571,93.67,8.588,Riverine,Urban,0,50.142,0,0,0,0
SYN-00006_S07,SYN-00006,2022-12-12,2022-06-15,3D,2022-10-10,63,180,7,14.3791,9.6142,260,140,17,5,Forest,22,100.0,1,5.913,0,3,1.7126,0.286,16.699,11.221,93.67,8.588,Riverine,Urban,0,50.142,0,0,0,0
SYN-00006_S08,SYN-00006,2023-01-11,2022-06-15,3D,2022-10-10,93,210,8,14.3791,9.6142,260,140,17,6,Revenue,29,100.0,1,6.899,0,3,1.4824,0.3486,23.519,17.229,93.67,8.588,Riverine,Urban,0,50.142,0,0,0,0
SYN-00006_S09,SYN-00006,2023-02-10,2022-06-15,3D,2022-10-10,123,240,9,14.3791,9.6142,260,140,17,7,Multiple Departments,38,100.0,1,7.884,0,4,2.1922,0.5939,27.094,20.017,93.67,8.588,Riverine,Urban,0,50.142,0,0,0,1
SYN-00007_S01,SYN-00007,2019-06-07,2019-06-07,3a,2019-06-07,0,0,1,33.9247,31.6028,549,178,49,3,PWD,44,72.98,0,0.0,0,6,2.7965,0.0,0.0,15.713,65.812,16.498,Coastal,Rural,0,47.19,0,0,0,0
SYN-00007_S02,SYN-00007,2019-07-07,2019-06-07,3a,2019-06-07,30,30,2,33.9247,31.6028,549,178,49,3,Revenue,49,75.431,0,0.0,0,5,4.9778,0.0,0.0,17.857,65.812,16.498,Coastal,Rural,0,47.19,0,0,0,0
SYN-00007_S03,SYN-00007,2019-08-06,2019-06-07,3a,2019-06-07,60,60,3,33.9247,31.6028,549,178,49,4,District Administration,46,78.696,0,0.0,0,5,9.404,0.0,0.0,22.991,65.812,16.498,Coastal,Rural,0,47.19,0,0,0,0
SYN-00007_S04,SYN-00007,2019-09-05,2019-06-07,3A,2019-08-04,32,90,4,33.9247,31.6028,549,178,49,3,PWD,37,84.07,0,0.0,0,5,1.9243,0.0275,1.429,33.794,65.812,16.498,Coastal,Rural,0,47.19,0,0,0,0
SYN-00007_S05,SYN-00007,2019-10-05,2019-06-07,3A,2019-08-04,62,120,5,33.9247,31.6028,549,178,49,2,Multiple Departments,46,86.706,0,0.0,0,6,13.5659,0.7895,5.82,37.112,65.812,16.498,Coastal,Rural,0,47.19,0,0,0,0
SYN-00007_S06,SYN-00007,2019-11-04,2019-06-07,3A,2019-08-04,92,150,6,33.9247,31.6028,549,178,49,2,District Administration,53,89.69,0,0.0,0,6,2.2337,0.1434,6.421,44.831,65.812,16.498,Coastal,Rural,0,47.19,0,0,0,0
SYN-00007_S07,SYN-00007,2019-12-04,2019-06-07,3D,2019-10-02,63,180,7,33.9247,31.6028,549,178,49,1,Revenue,51,95.482,0,0.0,0,4,10.1711,1.5574,15.312,55.194,65.812,16.498,Coastal,Rural,0,47.19,0,0,0,0
SYN-00007_S08,SYN-00007,2020-01-03,2019-06-07,3D,2019-10-02,93,210,8,33.9247,31.6028,549,178,49,0,Revenue,51,97.856,0,0.0,0,3,3.8676,0.736,19.03,58.979,65.812,16.498,Coastal,Rural,0,47.19,0,0,0,0
SYN-00007_S09,SYN-00007,2020-02-02,2019-06-07,3D,2019-10-02,123,240,9,33.9247,31.6028,549,178,49,0,Multiple Departments,58,100.0,0,0.0,0,4,5.4031,1.3813,25.564,69.763,65.812,16.498,Coastal,Rural,0,47.19,0,0,0,0
SYN-00008_S01,SYN-00008,2025-06-21,2025-06-21,3a,2025-06-21,0,0,1,5.0,4.3546,50,21,1,2,Forest,4,97.137,0,0.0,0,0,0.899,0.0,0.0,0.0,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S02,SYN-00008,2025-07-21,2025-06-21,3a,2025-06-21,30,30,2,5.0,4.3546,50,21,1,1,District Administration,4,96.502,0,0.0,0,1,0.6295,0.0,0.0,0.0,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S03,SYN-00008,2025-08-20,2025-06-21,3a,2025-06-21,60,60,3,5.0,4.3546,50,21,1,1,Forest,7,97.036,0,0.0,0,0,0.9121,0.0,0.0,0.0,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S04,SYN-00008,2025-09-19,2025-06-21,3a,2025-06-21,90,90,4,5.0,4.3546,50,21,1,1,Environment,9,99.439,0,0.0,0,0,1.9931,0.0,0.0,0.0,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S05,SYN-00008,2025-10-19,2025-06-21,3A,2025-09-07,42,120,5,5.0,4.3546,50,21,1,1,Forest,17,100.0,0,0.0,0,0,0.3383,0.0148,4.365,2.652,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S06,SYN-00008,2025-11-18,2025-06-21,3A,2025-09-07,72,150,6,5.0,4.3546,50,21,1,0,Environment,23,99.592,0,0.0,0,1,0.7838,0.0548,6.992,9.29,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S07,SYN-00008,2025-12-18,2025-06-21,3A,2025-09-07,102,180,7,5.0,4.3546,50,21,1,0,Environment,30,98.319,0,0.0,0,2,0.6088,0.0582,9.567,11.199,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S08,SYN-00008,2026-01-17,2025-06-21,3A,2025-09-07,132,210,8,5.0,4.3546,50,21,1,0,Revenue,29,96.953,0,0.0,0,2,1.2669,0.1607,12.685,14.282,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S09,SYN-00008,2026-02-16,2025-06-21,3D,2025-11-24,84,240,9,5.0,4.3546,50,21,1,1,District Administration,28,95.721,0,0.0,0,2,1.0223,0.172,16.827,20.693,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S10,SYN-00008,2026-03-18,2025-06-21,3D,2025-11-24,114,270,10,5.0,4.3546,50,21,1,2,District Administration,30,96.584,0,0.0,0,3,1.6851,0.3862,22.921,21.971,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S11,SYN-00008,2026-04-17,2025-06-21,3D,2025-11-24,144,300,11,5.0,4.3546,50,21,1,1,Forest,30,95.611,0,0.0,0,2,0.45,0.1316,29.253,26.103,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00008_S12,SYN-00008,2026-05-17,2025-06-21,3D,2025-11-24,174,330,12,5.0,4.3546,50,21,1,1,District Administration,26,97.518,0,0.0,0,3,0.3256,0.118,36.248,26.226,73.441,13.207,Riverine,Semi-Urban,0,53.115,0,0,0,0
SYN-00009_S01,SYN-00009,2021-02-05,2021-02-05,3a,2021-02-05,0,0,1,14.1969,9.0611,193,114,17,2,Environment,19,83.212,1,0.0,2,7,1.2716,0.1897,14.922,0.0,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S02,SYN-00009,2021-03-07,2021-02-05,3a,2021-02-05,30,30,2,14.1969,9.0611,193,114,17,2,Revenue,19,82.417,1,0.986,2,8,4.4439,0.6988,15.726,0.0,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S03,SYN-00009,2021-04-06,2021-02-05,3a,2021-02-05,60,60,3,14.1969,9.0611,193,114,17,2,PWD,17,85.37,1,1.971,2,8,5.4494,0.8582,15.748,0.0,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S04,SYN-00009,2021-05-06,2021-02-05,3a,2021-02-05,90,90,4,14.1969,9.0611,193,114,17,2,Environment,19,87.919,1,2.957,2,7,2.6376,0.4513,17.11,0.0,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S05,SYN-00009,2021-06-05,2021-02-05,3a,2021-02-05,120,120,5,14.1969,9.0611,193,114,17,1,District Administration,17,88.808,1,3.942,2,8,1.8264,0.3258,17.838,0.0,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S06,SYN-00009,2021-07-05,2021-02-05,3A,2021-05-13,53,150,6,14.1969,9.0611,193,114,17,1,Forest,26,90.383,1,4.928,2,8,1.0018,0.213,21.261,6.759,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S07,SYN-00009,2021-08-04,2021-02-05,3A,2021-05-13,83,180,7,14.1969,9.0611,193,114,17,1,District Administration,31,89.477,1,5.913,2,8,4.7856,1.0477,21.892,11.906,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S08,SYN-00009,2021-09-03,2021-02-05,3A,2021-05-13,113,210,8,14.1969,9.0611,193,114,17,0,Forest,40,91.12,1,6.899,2,8,3.7516,0.9784,26.08,12.473,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S09,SYN-00009,2021-10-03,2021-02-05,3A,2021-05-13,143,240,9,14.1969,9.0611,193,114,17,0,Revenue,38,90.297,1,7.884,2,8,4.521,1.3074,28.918,17.136,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S10,SYN-00009,2021-11-02,2021-02-05,3A,2021-05-13,173,270,10,14.1969,9.0611,193,114,17,0,District Administration,40,88.962,1,8.87,2,8,5.4071,1.7237,31.879,24.085,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
SYN-00009_S11,SYN-00009,2021-12-02,2021-02-05,3D,2021-08-19,105,300,11,14.1969,9.0611,193,114,17,0,Multiple Departments,40,88.834,1,9.855,2,7,2.8171,1.0977,38.966,29.153,83.855,26.233,Hilly,Semi-Urban,1,14.331,0,0,0,0
